,name,link,min_salary,max_salary,currency,employer,site_name
464,Менеджер по продажам цифровых и ИТ-решений (BigData&Adtech),https://hh.ru/vacancy/51245965?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
465,Staffing Specialist,https://hh.ru/vacancy/51722206?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"EPAM Systems, Inc.",hh.ru
466,Middle Kernel Developer - KernelCare [Remote],https://hh.ru/vacancy/50790608?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
467,IT Architect Cloud Platform,https://hh.ru/vacancy/51729525?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Атос АйТи Солюшенс энд Сервисез,hh.ru
468,Back-end developer,https://hh.ru/vacancy/49223036?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Бануба Девелопмент,hh.ru
469,Jira administrator (junior),https://hh.ru/vacancy/48312634?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Диплей,hh.ru
470,Performance UA Producer,https://hh.ru/vacancy/50739299?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Playgendary,hh.ru
471,Senior Golang Developer [Remote],https://hh.ru/vacancy/51028152?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
472,Технический директор в онлайн-школу фотографии (удаленно),https://hh.ru/vacancy/51400036?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,100000,150000,руб.,ИП Тронина Варвара Николаевна,hh.ru
473,Sales Department Assistant,https://hh.ru/vacancy/51784742?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Staff Service,hh.ru
474,Java ETL Developer,https://hh.ru/vacancy/47973714?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Диплей,hh.ru
475,IT Architect Cloud Platform,https://hh.ru/vacancy/51729528?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Атос АйТи Солюшенс энд Сервисез,hh.ru
476,Project manager,https://hh.ru/vacancy/51654525?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
477,Senior Golang Developer,https://hh.ru/vacancy/51028889?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
478,Senior Golang Developer [Remote],https://hh.ru/vacancy/51028849?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
479,Intern/Consultant to Forensic,https://hh.ru/vacancy/51707522?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО КПМГ,hh.ru
480,Senior Golang Developer [Remote],https://hh.ru/vacancy/51028826?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
481,Frontend Developer,https://hh.ru/vacancy/51793966?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Перфект Арт,hh.ru
482,Middle Kernel Developer - KernelCare [Remote],https://hh.ru/vacancy/50790713?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
483,Senior Golang Developer [Remote],https://hh.ru/vacancy/51028436?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
484,Technical Support Engineer,https://hh.ru/vacancy/51195301?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"Streamax Technology Co., Ltd",hh.ru
485,Junior Golang Developer [Remote],https://hh.ru/vacancy/51852224?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
486,Senior Front-end Developer,https://hh.ru/vacancy/50298307?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
487,Руководитель отдела CRM-коммуникаций,https://hh.ru/vacancy/51860251?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,200000,300000,руб.,DM Basis,hh.ru
488,Senior Python Engineer,https://hh.ru/vacancy/51643319?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
489,UA Manager (Wellness Unit),https://hh.ru/vacancy/49533979?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Gismart,hh.ru
490,Middle Kernel Developer - KernelCare [Remote],https://hh.ru/vacancy/50790900?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
491,"Inside Account Manager, Nordics",https://hh.ru/vacancy/51182865?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Veeam Software,hh.ru
492,Junior QA Engineer (стажер),https://hh.ru/vacancy/51648088?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Netcracker Technology Corp.,hh.ru
493,Руководитель направления продуктовой аналитики,https://hh.ru/vacancy/51642654?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. Головной офис,hh.ru
494,Архитектор информационных систем (Аrchitect),https://hh.ru/vacancy/51498245?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Триколор,hh.ru
495,Content Acquisition Manager,https://hh.ru/vacancy/49506994?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,SocialTech,hh.ru
496,Frontend-разработчик,https://hh.ru/vacancy/50684804?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
497,Менеджер по продажам цифровых и ИТ-решений (BigData&Adtech),https://hh.ru/vacancy/51245964?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
498,Senior Golang Developer [Remote],https://hh.ru/vacancy/51028398?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
499,Middle Kernel Developer - KernelCare [Remote],https://hh.ru/vacancy/50790921?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
500,Internal Communications Manager,https://hh.ru/vacancy/49386274?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
501,Financial controller,https://hh.ru/vacancy/50951594?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Liki24,hh.ru
502,SAP consultant,https://hh.ru/vacancy/51255434?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО КАСТОМЕРТАЙМС,hh.ru
503,Старший / Ведущий QA инженер,https://hh.ru/vacancy/51847106?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Фазум,hh.ru
504,IT Architect Cloud Platform,https://hh.ru/vacancy/51729527?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Атос АйТи Солюшенс энд Сервисез,hh.ru
505,IT Architect Cloud Platform,https://hh.ru/vacancy/51729524?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Атос АйТи Солюшенс энд Сервисез,hh.ru
506,Key Account Manager (TELCO direction),https://hh.ru/vacancy/46198528?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ASBIS,hh.ru
507,Solution Sales Manager (M2M/IoT),https://hh.ru/vacancy/51504742?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
508,Senior Golang Developer [Remote],https://hh.ru/vacancy/51028193?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
509,Senior Golang Developer [Remote],https://hh.ru/vacancy/51028533?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
510,Фахівець з якості та клієнтського досвіду,https://hh.ru/vacancy/51638340?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Vodafone Украина,hh.ru
511,Middle Kernel Developer - KernelCare [Remote],https://hh.ru/vacancy/50790696?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
512,Compensation and Benefits Manager,https://hh.ru/vacancy/50772190?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
513,Java Инженер-программист,https://hh.ru/vacancy/51854089?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,CloudAlly a Zix company,hh.ru
514,Senior Golang Developer [Remote],https://hh.ru/vacancy/51028728?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
515,Java Developer,https://hh.ru/vacancy/51805657?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,AmazingHiring,hh.ru
516,Frontend-разработчик,https://hh.ru/vacancy/50684808?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
517,Руководитель проекта/Тим лид команды (рыночные риски),https://hh.ru/vacancy/50182452?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"Иннотех, Группа компаний",hh.ru
518,DevOps Engineer with Google Cloud Platform (GCP),https://hh.ru/vacancy/51730971?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
519,Продуктовый дизайнер,https://hh.ru/vacancy/51774363?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. Головной офис,hh.ru
520,"Sales / Account Executive (SaaS, remote)",https://hh.ru/vacancy/50657005?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ApprovalMax,hh.ru
521,Middle Kernel Developer - KernelCare [Remote],https://hh.ru/vacancy/50790725?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
522,Frontend-разработчик,https://hh.ru/vacancy/50684806?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
523,Senior Front-End Developer,https://hh.ru/vacancy/51031259?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Teknavo,hh.ru
524,Инженер по автотестированию,https://hh.ru/vacancy/50890439?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Инфосистемы Джет,hh.ru
525,Директор по маркетингу (мобильная разработка),https://hh.ru/vacancy/50663427?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Талала,hh.ru
526,Senior Python Engineer,https://hh.ru/vacancy/51643337?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
527,Node.js разработчик,https://hh.ru/vacancy/47974338?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,200000,руб.,ООО Диплей,hh.ru
528,Методолог,https://hh.ru/vacancy/51854049?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Т1 Консалтинг,hh.ru
529,IT Architect Cloud Platform,https://hh.ru/vacancy/51729526?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Атос АйТи Солюшенс энд Сервисез,hh.ru
530,Аналитик,https://hh.ru/vacancy/50980140?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,30000,50000,руб.,ООО Импульс Образования,hh.ru
531,CPC/PPC UA Manager,https://hh.ru/vacancy/51859269?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Gismart,hh.ru
532,Middle QA Automation engineer (Java or JS),https://hh.ru/vacancy/50757365?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Levi9 Ukraine,hh.ru
533,"Senior Java Developer (Латвия, Рига)",https://hh.ru/vacancy/51695260?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,4000,EUR,Кадровое агентство Алексея Сухорукова,hh.ru
534,Team Lead/Senior (Java),https://hh.ru/vacancy/46761342?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Платформа ОФД,hh.ru
535,Специалист по внедрению программного обеспечения,https://hh.ru/vacancy/50855400?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО СтандартПроект,hh.ru
536,Jira administrator (junior),https://hh.ru/vacancy/48312635?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Диплей,hh.ru
537,Руководитель/Менеджер продукта IDENTIQ,https://hh.ru/vacancy/48096599?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
538,Консультант,https://hh.ru/vacancy/51786579?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Московский метрополитен,hh.ru
539,Android Technical Lead,https://hh.ru/vacancy/51380532?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Райффайзен Банк,hh.ru
540,Senior Golang Developer [Remote],https://hh.ru/vacancy/51028485?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
541,МСФО специалист,https://hh.ru/vacancy/50543194?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ID Finance,hh.ru
542,"Sales / Account Executive (SaaS, remote)",https://hh.ru/vacancy/50656982?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ApprovalMax,hh.ru
543,Lead Creative Producer,https://hh.ru/vacancy/49724483?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Gismart,hh.ru
544,Системный аналитик,https://hh.ru/vacancy/51638626?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО МегаФон, IT",hh.ru
545,"Inside Sales Representative, Austria",https://hh.ru/vacancy/49617703?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Veeam Software,hh.ru
546,"Архитектор функциональной области (трайб ""Каналы продаж"")",https://hh.ru/vacancy/50152054?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
547,Cyber Security Engineer,https://hh.ru/vacancy/51861964?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,G-Core Labs,hh.ru
548,Financial controller,https://hh.ru/vacancy/50810092?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,30000,60000,грн.,ООО СКН ЕВРОПА ЮА,hh.ru
549,Технический писатель,https://hh.ru/vacancy/50406451?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО СтандартПроект,hh.ru
550,Старший менеджер по продажам индустриальных цифровых решений / Industrial Software Sr Sales Manager,https://hh.ru/vacancy/50874994?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Engine,hh.ru
551,Ведущий инженер по тестированию (Senior QA engineer),https://hh.ru/vacancy/51320794?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Комплексные Аналитические Системы,hh.ru
552,Руководитель группы разработки iOS,https://hh.ru/vacancy/50600518?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. IT,hh.ru
553,Менеджер IT-проектов,https://hh.ru/vacancy/50119785?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,120000,150000,руб.,Платформа ОФД,hh.ru
554,Cyber Security Engineer,https://hh.ru/vacancy/51861963?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,G-Core Labs,hh.ru
555,Тестировщик ПО/ QA engineer (ручное тестирование),https://hh.ru/vacancy/26212752?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,55000,,руб.,Смартек,hh.ru
556,Head of Operations,https://hh.ru/vacancy/49508541?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,SocialTech,hh.ru
557,Молодший консультант з фармацевтичних політик та врядування,https://hh.ru/vacancy/51097850?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Management Sciences for Health,hh.ru
558,Cloud Python Engineer,https://hh.ru/vacancy/51643364?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
559,Senior Golang Developer [Remote],https://hh.ru/vacancy/51028753?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
560,Lead Creative Producer,https://hh.ru/vacancy/51618441?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Gismart,hh.ru
561,Тестировщик ПО/ QA engineer (ручное тестирование),https://hh.ru/vacancy/45450627?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,55000,,руб.,Смартек,hh.ru
562,"Inside Sales Representative, Austria",https://hh.ru/vacancy/49636125?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Veeam Software,hh.ru
563,"Inside Sales Representative, Middle East",https://hh.ru/vacancy/50674726?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Veeam Software,hh.ru
564,Country Digital Manager,https://hh.ru/vacancy/51864046?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,IKEA. Магазины ,hh.ru
565,Ведущий тест-инженер команды автоматизированного тестирования,https://hh.ru/vacancy/50990529?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Инфосистемы Джет,hh.ru
566,Инженер по тестированию (QA engineer),https://hh.ru/vacancy/51320668?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Комплексные Аналитические Системы,hh.ru
567,Customer Service Manager,https://hh.ru/vacancy/51059619?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,560,650,USD,ООО Айрис Медиа,hh.ru
568,Senior .NET Developer,https://hh.ru/vacancy/50784311?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Финстек Бел,hh.ru
569,Cyber Security Engineer,https://hh.ru/vacancy/51861925?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,G-Core Labs,hh.ru
570,Менеджер по развитию и продажам цифровых и IT продуктов крупному бизнесу (Sales solution PLTE),https://hh.ru/vacancy/50723047?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
571,Senior .NET Developer,https://hh.ru/vacancy/50784303?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Финстек Бел,hh.ru
572,Senior Golang Developer,https://hh.ru/vacancy/49888467?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ЭдСервер,hh.ru
573,Руководитель направления технологических коммуникаций (DevRel),https://hh.ru/vacancy/51837745?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Банк Хоум Кредит,hh.ru
574,"Senior Backend Engineer (Berlin, Amsterdam)",https://hh.ru/vacancy/51837785?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Miro,hh.ru
575,Soft Skills Trainer,https://hh.ru/vacancy/50679918?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
576,Collaterals Design Lead,https://hh.ru/vacancy/49278697?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
577,Junior DevOps Engineer(стажёр),https://hh.ru/vacancy/51645719?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Netcracker Technology Corp.,hh.ru
578,Менеджер по стратегии,https://hh.ru/vacancy/49013357?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО МегаФон, Офис",hh.ru
579,Java Engineer,https://hh.ru/vacancy/48913676?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
580,Import & MD Specialist,https://hh.ru/vacancy/50876349?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Henkel Ukraine,hh.ru
581,Backend разработчик (Symfony),https://hh.ru/vacancy/46516047?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"Единая электронная торговая площадка, АО (группа ВТБ)",hh.ru
582,Technical Director (СТО),https://hh.ru/vacancy/51858759?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Диплей,hh.ru
583,Backend javascript разработчик,https://hh.ru/vacancy/51007859?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,200000,300000,руб.,ООО Цифровая Жажда,hh.ru
584,Senior Golang Developer,https://hh.ru/vacancy/50017707?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ЭдСервер,hh.ru
585,Marketing specialist,https://hh.ru/vacancy/51370308?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,EY,hh.ru
586,"Senior Backend Engineer (Berlin, Amsterdam)",https://hh.ru/vacancy/51837814?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Miro,hh.ru
587,Jira administrator (middle),https://hh.ru/vacancy/48312513?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Диплей,hh.ru
588,Аккаунт-менеджер,https://hh.ru/vacancy/51627259?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Эвотор,hh.ru
589,Stock Plan Administrator,https://hh.ru/vacancy/51789076?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
590,Менеджер по развитию и продажам цифровых и IT продуктов крупному бизнесу (Sales solution Cloud),https://hh.ru/vacancy/50722546?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
591,SEO Specialist (German),https://hh.ru/vacancy/51050495?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ТОВ «БДО Центерс».,hh.ru
592,Senior Financial controller,https://hh.ru/vacancy/49514166?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,SocialTech,hh.ru
593,Інженер моніторингу мережі,https://hh.ru/vacancy/51636975?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Vodafone Украина,hh.ru
594,Менеджер по продуктовому маркетингу,https://hh.ru/vacancy/47357531?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
595,Руководитель службы по работе с крупным бизнесом,https://hh.ru/vacancy/51056193?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
596,Старший менеджер по развитию продаж интеграционных решений и сервисов (В2В),https://hh.ru/vacancy/51007905?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
597,Эксперт по отраслевым решениям (presale),https://hh.ru/vacancy/49650728?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО МегаФон, Офис",hh.ru
598,Senior Full Stack (Java+React) Engineer,https://hh.ru/vacancy/51215370?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
599,Team Lead Backend/NodeJs разработка,https://hh.ru/vacancy/50667249?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,300000,руб.,ООО Диплей,hh.ru
600,Node.js разработчик,https://hh.ru/vacancy/47974337?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,200000,руб.,ООО Диплей,hh.ru
601,QA Automation Engineer / Тестировщик ПО (автоматизация),https://hh.ru/vacancy/45454043?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,55000,,руб.,Смартек,hh.ru
602,Маркетолог-аналитик / Медиапланер,https://hh.ru/vacancy/50265229?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,XWAY,hh.ru
603,Senior Java Developer,https://hh.ru/vacancy/50874219?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ЗАО ИСТ,hh.ru
604,Soft Skills Trainer,https://hh.ru/vacancy/50679919?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
605,Team Lead Backend/NodeJs разработка,https://hh.ru/vacancy/50667251?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,300000,руб.,ООО Диплей,hh.ru
606,Senior Full Stack (React+Java) Engineer,https://hh.ru/vacancy/51214445?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
607,Brand Promotion Specialist,https://hh.ru/vacancy/51704815?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,AliExpress Россия,hh.ru
608,Разработчик ПО,https://hh.ru/vacancy/51854492?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АО Северсталь. Управляющая компания,hh.ru
609,Senior Front End (React) Engineer,https://hh.ru/vacancy/50058592?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
610,Координатор IT проекта,https://hh.ru/vacancy/51637325?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО СтандартПроект,hh.ru
611,Python Developer (SPACE),https://hh.ru/vacancy/48643384?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Deutsche Telekom IT Solutions,hh.ru
612,Node.js разработчик,https://hh.ru/vacancy/47173403?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Диплей,hh.ru
613,Brand Promo Specialist (Good Chinese is a must),https://hh.ru/vacancy/51705187?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,AliExpress Россия,hh.ru
614,Старший менеджер по привлечению партнеров,https://hh.ru/vacancy/51766329?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО МегаФон, Офис",hh.ru
615,Java Developer (junior),https://hh.ru/vacancy/51811171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,45000,руб.,ООО Диплей,hh.ru
616,Менеджер по сегментному маркетингу,https://hh.ru/vacancy/51837314?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО МегаФон, Офис",hh.ru
617,Team Lead Backend/NodeJs разработка,https://hh.ru/vacancy/50667250?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,300000,руб.,ООО Диплей,hh.ru
618,Accounts Payable Accountant,https://hh.ru/vacancy/51860245?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
