,name,link,min_salary,max_salary,currency,employer,site_name
149,"Руководитель группы Data scientist, Ozon Express",https://hh.ru/vacancy/50286900?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Ozon Express,hh.ru
150,Middle\Senior Data Scientist,https://hh.ru/vacancy/51313596?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ТОО АНТАЛ БИЗНЕС РЕШЕНИЯ (ТМ Antal Kazakhstan),hh.ru
151,"Senior/Lead Python Engineer (ML, Infrastructure)",https://hh.ru/vacancy/48894153?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Greenscreens.AI,hh.ru
152,Java/Python/Scala-разработчик в Big Data,https://hh.ru/vacancy/44352347?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"EPAM Systems, Inc.",hh.ru
153,Data Engineer (Senior),https://hh.ru/vacancy/47699824?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,200000,,руб.,DNS федеральный офис,hh.ru
154,Продуктовый аналитик-стажер,https://hh.ru/vacancy/51057308?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. Начало Карьеры,hh.ru
155,Advisory specialist with Tableau knowledge,https://hh.ru/vacancy/50997742?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ТОО Grant Thornton,hh.ru
156,Data Analyst,https://hh.ru/vacancy/50765259?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Метриселл СиАйЭс,hh.ru
157,Big Data Engineer,https://hh.ru/vacancy/51068830?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",hh.ru
158,Python Developer (Big Data),https://hh.ru/vacancy/50051833?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Playrix,hh.ru
159,Python Developer (Big Data),https://hh.ru/vacancy/50051835?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Playrix,hh.ru
160,"Руководитель группы Data scientist, Ozon Express",https://hh.ru/vacancy/50286904?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Ozon Express,hh.ru
161,Solution Architect Big Data,https://hh.ru/vacancy/50345566?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Т1 Консалтинг,hh.ru
162,Senior Python Data Engineer,https://hh.ru/vacancy/51058276?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,300000,,руб.,Exness,hh.ru
163,Big Data Engineer,https://hh.ru/vacancy/50979463?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"EPAM Systems, Inc.",hh.ru
164,Senior Data Analyst,https://hh.ru/vacancy/50585516?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Parimatch Tech,hh.ru
165,Advisory Specialist with PBI knowledge,https://hh.ru/vacancy/50963765?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ТОО Grant Thornton,hh.ru
166,"Руководитель группы Data scientist, Ozon Express",https://hh.ru/vacancy/50286906?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Ozon Express,hh.ru
167,Стажер-разработчик Big Data,https://hh.ru/vacancy/50887045?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,IBS,hh.ru
168,Аналитик хранилищ данных (Команда геоплатформа),https://hh.ru/vacancy/51058374?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"Иннотех, Группа компаний",hh.ru
169,"Руководитель группы Data scientist, Ozon Express",https://hh.ru/vacancy/50286903?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Ozon Express,hh.ru
170,Intern Big Data Developer,https://hh.ru/vacancy/50955046?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
171,"Руководитель группы Data scientist, Ozon Express",https://hh.ru/vacancy/50286905?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Ozon Express,hh.ru
172,Data Scientist / ML-инженер (Big Data),https://hh.ru/vacancy/50917519?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО «МТС», IT",hh.ru
173,Старший аналитик Big data,https://hh.ru/vacancy/48473357?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО «Группа Черкизово», Центральный офис",hh.ru
174,Data Analyst в команду «Каналы.Мониторинг эффективности рекомендаций»,https://hh.ru/vacancy/51217305?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер для экспертов,hh.ru
175,Архитектор Big Data,https://hh.ru/vacancy/50976057?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО РСХБ-Интех,hh.ru
176,Руководитель проектов Big data,https://hh.ru/vacancy/50938432?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,IBS,hh.ru
177,Senior DS по разработке моделей для корпоративных клиентов (Big data),https://hh.ru/vacancy/42904762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Банк ВТБ (ПАО),hh.ru
178,Team Lead Analyst (Big Data),https://hh.ru/vacancy/47495637?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Почтовые технологии,hh.ru
179,Data Scientist (to Prague / Tallinn),https://hh.ru/vacancy/50948372?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Wrike,hh.ru
180,Data Engineer,https://hh.ru/vacancy/51182899?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,instinctools,hh.ru
181,System Data Engineer,https://hh.ru/vacancy/51242681?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АО ДБ АО Сбербанк,hh.ru
182,Data analyst,https://hh.ru/vacancy/50976623?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Почтовые технологии,hh.ru
183,Data engineer,https://hh.ru/vacancy/49843926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Mediascope,hh.ru
184,Business Analyst (TBS),https://hh.ru/vacancy/51367552?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,AVON,hh.ru
185,Data analyst,https://hh.ru/vacancy/50996491?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Почтовые технологии,hh.ru
186,Стажер-аналитик Big Data,https://hh.ru/vacancy/50886669?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,IBS,hh.ru
187,Middle data scientist / senior data analyst,https://hh.ru/vacancy/51039689?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"Кселл, АО",hh.ru
188,Senior Data Analyst (Product Analyst),https://hh.ru/vacancy/50986857?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Леруа Мерлен. Центральный офис,hh.ru
189,Data Analyst (middle/senior) в Лабораторию нейронаук и поведения человека,https://hh.ru/vacancy/51102560?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
190,Системный аналитик (Big Data),https://hh.ru/vacancy/49199556?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Selecty,hh.ru
191,Data Engineer,https://hh.ru/vacancy/49005893?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Лаборатория Касперского,hh.ru
192,Аналитик по управлению данными,https://hh.ru/vacancy/51092960?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. IT,hh.ru
193,"Системный аналитик (Hadoop, ETL, Big Data и тд.)",https://hh.ru/vacancy/49352886?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Selecty,hh.ru
194,Junior Data Engineer (дата инженер),https://hh.ru/vacancy/50871307?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Айдолон,hh.ru
195,Data Engineer DWH,https://hh.ru/vacancy/51098175?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"Kaspi Bank, АО",hh.ru
196,Системный аналитик,https://hh.ru/vacancy/47984981?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. IT,hh.ru
197,Business Analyst (dxFeed),https://hh.ru/vacancy/51511453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Devexperts,hh.ru
198,Python developer with Big Data (office/remote),https://hh.ru/vacancy/47750031?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"EPAM Systems, Inc.",hh.ru
199,Machine Learning Intern,https://hh.ru/vacancy/50164320?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Intel Corporation,hh.ru
200,Python developer (Big Data),https://hh.ru/vacancy/50867058?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО «МТС», IT",hh.ru
201,Data аналитик,https://hh.ru/vacancy/50856035?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Московский метрополитен,hh.ru
202,Менеджер по анализу больших данных (Big data),https://hh.ru/vacancy/50863628?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Tele2,hh.ru
203,Java developer (Big Data),https://hh.ru/vacancy/50094770?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"EPAM Systems, Inc.",hh.ru
204,Product manager,https://hh.ru/vacancy/50153683?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО «МТС», IT",hh.ru
205,Senior Data Scientist (Big Data),https://hh.ru/vacancy/50358003?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ОТП Банк, АО (OTP bank)",hh.ru
206,Senior DWH / ETL Data Engineer,https://hh.ru/vacancy/46374060?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
207,User Acquisition manager / PPC Marketing Specialist / Media buyer,https://hh.ru/vacancy/42929351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Big Data Technologies,hh.ru
208,"Системный аналитик (Ni-Fi, SQL)",https://hh.ru/vacancy/51427448?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АО РТ Лабс,hh.ru
209,Data Engineer,https://hh.ru/vacancy/50893102?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Газпромбанк,hh.ru
210,Big Data Admin,https://hh.ru/vacancy/50864220?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ФОРС,hh.ru
211,Middle Product Analyst,https://hh.ru/vacancy/51190728?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,170000,300000,руб.,Sweatcoin,hh.ru
212,Администратор Tableau (Big Data),https://hh.ru/vacancy/50867024?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО «МТС», IT",hh.ru
213,Data-инженер,https://hh.ru/vacancy/49413965?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Тинькофф,hh.ru
214,Data Architect,https://hh.ru/vacancy/51427049?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО СТДев,hh.ru
215,Big Data Engineering Team Lead,https://hh.ru/vacancy/48569479?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,IPONWEB Ltd (UK),hh.ru
216,Главный системный аналитик (Big Data),https://hh.ru/vacancy/50878833?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Почтовые технологии,hh.ru
217,Data Scientist ML/AI Engineer,https://hh.ru/vacancy/50806691?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,8000,,USD,TeamDirector,hh.ru
218,Senior DWH / ETL Data Engineer,https://hh.ru/vacancy/46374047?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
219,Data Scientist / Аналитик данных,https://hh.ru/vacancy/50864982?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АДВ,hh.ru
220,Big Data Engineer (telemedicine),https://hh.ru/vacancy/44354366?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,iTechArt Group,hh.ru
221,Lead Big Data Engineer,https://hh.ru/vacancy/46900353?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
222,Junior Data Scientist,https://hh.ru/vacancy/51000491?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Schlumberger Telecommunications and Information Security Systems LLC. Офис,hh.ru
223,Senior Data Analyst,https://hh.ru/vacancy/51286336?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,SOFTSWISS,hh.ru
224,Руководитель отдела аналитики,https://hh.ru/vacancy/51185748?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,HAYS,hh.ru
225,Data engineer (проект Visper),https://hh.ru/vacancy/49116628?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
226,BI Business Analyst/ Data Analyst,https://hh.ru/vacancy/51026173?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"EPAM Systems, Inc.",hh.ru
227,Middle Big Data Developer,https://hh.ru/vacancy/50876408?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Netcracker Technology Corp.,hh.ru
228,Data Engineer (SQL),https://hh.ru/vacancy/46900366?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
229,Data Engineer (SQL),https://hh.ru/vacancy/46900368?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
230,Специалист по инфографике,https://hh.ru/vacancy/51354092?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,50000,руб.,General Robot Integration Data centre,hh.ru
231,Data Engineer,https://hh.ru/vacancy/49529154?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АльфаСтрахование,hh.ru
232,Analyst in the BCS Venture,https://hh.ru/vacancy/51251378?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Компания БКС,hh.ru
233,Системный аналитик,https://hh.ru/vacancy/51084984?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,230000,руб.,Wanted,hh.ru
234,Machine Learning Research Lead,https://hh.ru/vacancy/51276275?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,HUAWEI,hh.ru
235,"Data Engineer, Gambling Platform",https://hh.ru/vacancy/50377359?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,DataArt,hh.ru
236,Data scientist,https://hh.ru/vacancy/50980009?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Быстроденьги,hh.ru
237,Data Analyst / BI Analyst,https://hh.ru/vacancy/49946451?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,160000,,руб.,ООО Кадровое агентство Даподбор,hh.ru
238,Бизнес-аналитик,https://hh.ru/vacancy/51155030?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Диплей,hh.ru
239,Big Data platform SRE,https://hh.ru/vacancy/47150199?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АО Национальная система платежных карт,hh.ru
240,Python Developer DWH,https://hh.ru/vacancy/50448225?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Деко Системс,hh.ru
241,Data Management Architect (Azure),https://hh.ru/vacancy/43555482?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,DataArt,hh.ru
242,Data Engineer (цифровой двойник),https://hh.ru/vacancy/50880226?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер для экспертов,hh.ru
243,Data engineer (Разработчик баз данных/ETL) Hadoop,https://hh.ru/vacancy/49854934?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
244,Маркетолог (программа лояльности),https://hh.ru/vacancy/50707704?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Big Data Technologies,hh.ru
245,Senior BigData Developer with Python / Spark / AWS,https://hh.ru/vacancy/49864160?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
246,Data Engineer,https://hh.ru/vacancy/50853958?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Неофлекс,hh.ru
247,Senior Data Engineer,https://hh.ru/vacancy/51209399?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Picsart,hh.ru
248,Data Scientist,https://hh.ru/vacancy/50928640?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"EPAM Systems, Inc.",hh.ru
249,Data Engineer (Middle),https://hh.ru/vacancy/47129079?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,100000,,руб.,DNS федеральный офис,hh.ru
250,"Data Engineer, Gambling Platform",https://hh.ru/vacancy/50377358?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,DataArt,hh.ru
251,Product Analyst (mobile development),https://hh.ru/vacancy/51223669?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Чистый разум,hh.ru
252,"Senior BigData Engineer, Financial Software Solutions",https://hh.ru/vacancy/50377471?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,DataArt,hh.ru
253,Big Data engineer,https://hh.ru/vacancy/50805232?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ScienceSoft,hh.ru
254,Преподаватель по Data Science (Machine Learning),https://hh.ru/vacancy/51334447?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Skillbox,hh.ru
255,Разработчик BigData,https://hh.ru/vacancy/51103396?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"Иннотех, Группа компаний",hh.ru
256,Data Engineer (Telecom search),https://hh.ru/vacancy/50230285?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Deutsche Telekom IT Solutions,hh.ru
257,Data Engineer (Middle),https://hh.ru/vacancy/47699817?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,100000,,руб.,DNS федеральный офис,hh.ru
258,Data Quality Engineer,https://hh.ru/vacancy/48764095?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"EPAM Systems, Inc.",hh.ru
259,"Senior BigData Engineer, Financial Software Solutions",https://hh.ru/vacancy/50377470?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,DataArt,hh.ru
260,Data scientist (проект Юла),https://hh.ru/vacancy/48303711?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"VK, E-commerce",hh.ru
261,Data Analyst (Limassol),https://hh.ru/vacancy/50769360?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,RoboGate,hh.ru
262,Разработчик BigData,https://hh.ru/vacancy/50665334?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,100000,250000,руб.,USETECH,hh.ru
263,Data Scientist,https://hh.ru/vacancy/48090484?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Lamoda,hh.ru
264,Senior Data Scientist,https://hh.ru/vacancy/47498876?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,HARMAN Connected Services,hh.ru
265,Аналитик данных цифровых продуктов,https://hh.ru/vacancy/50596433?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,200000,400000,руб.,Bazilik Group,hh.ru
266,Business Analyst,https://hh.ru/vacancy/49523897?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Перфект Арт,hh.ru
267,Senior Data Engineer,https://hh.ru/vacancy/46833402?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Playrix,hh.ru
268,Data Quality Analyst / Аналиик по качеству данных,https://hh.ru/vacancy/50637530?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Х5 Group,hh.ru
269,Data Scientist (NLP) в Розничный блок,https://hh.ru/vacancy/50673673?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
270,"Big Data Engineer, Ozon Express",https://hh.ru/vacancy/50655161?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Ozon Express,hh.ru
271,Data Engineer в Центр риск-технологий,https://hh.ru/vacancy/50708662?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Банк Открытие,hh.ru
272,Big Data Engineer,https://hh.ru/vacancy/50608658?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,First Line Software,hh.ru
273,"Data engineer (КХД, Hadoop)",https://hh.ru/vacancy/41434273?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"«РОСБАНК, Societe Generale Group»",hh.ru
274,Data engineer,https://hh.ru/vacancy/49889366?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Кузница Кадров,hh.ru
275,Data Analyst,https://hh.ru/vacancy/50405944?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
276,Системный аналитик (Big data),https://hh.ru/vacancy/50609569?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"Иннотех, Группа компаний",hh.ru
277,Data Scientist в области рекомендательных систем,https://hh.ru/vacancy/49429327?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
278,Data-инженер,https://hh.ru/vacancy/50763674?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
279,DevOps Engineer (Big Data),https://hh.ru/vacancy/50769133?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"EPAM Systems, Inc.",hh.ru
280,Аналитик (корпоративное хранилище данных),https://hh.ru/vacancy/50395510?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Почтовые технологии,hh.ru
281,Big Data Engineer (Python+Airflow+GCP),https://hh.ru/vacancy/39647958?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
282,Data Engineer Java в команду Compliance,https://hh.ru/vacancy/50844736?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Райффайзен Банк,hh.ru
283,Data Engineer (Spark),https://hh.ru/vacancy/50083751?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
284,Data Platform Teamlead,https://hh.ru/vacancy/50259025?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quadcode,hh.ru
285,Senior Business Analyst with Life Science experience,https://hh.ru/vacancy/50232113?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
286,Business Analyst,https://hh.ru/vacancy/49523884?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Перфект Арт,hh.ru
287,Data Engineer (Spark),https://hh.ru/vacancy/50083748?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
288,Data Engineer / Data Scientist,https://hh.ru/vacancy/50588001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Комус,hh.ru
289,Data Engineer (ETL/DWH Developer),https://hh.ru/vacancy/50738834?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Сонэйм Солюшнс,hh.ru
290,Internal consultant (Business Analyst / Бизнес Аналитик),https://hh.ru/vacancy/51064477?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Юникорн,hh.ru
291,Data engineer (python developer),https://hh.ru/vacancy/50126077?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО МегаФон, IT",hh.ru
292,Data Engineer,https://hh.ru/vacancy/49993086?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,DataArt,hh.ru
293,Data Engineer (Predictive),https://hh.ru/vacancy/47155956?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО Ростелеком,hh.ru
294,Аналитик данных SQL,https://hh.ru/vacancy/47107514?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ГБУ Агентство инноваций Москвы,hh.ru
295,Email-маркетолог,https://hh.ru/vacancy/50220868?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Big Data Technologies,hh.ru
296,Data Engineer Java в команду Compliance,https://hh.ru/vacancy/50845094?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Райффайзен Банк,hh.ru
297,Data engineer,https://hh.ru/vacancy/50597766?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Почтовые технологии,hh.ru
298,Ведущий аналитик данных (Рекламные технологии),https://hh.ru/vacancy/45413948?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,VK,hh.ru
299,Аналитик данных,https://hh.ru/vacancy/39345694?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"Программный Продукт, ИТ-компания",hh.ru
300,Middle Data Scientist,https://hh.ru/vacancy/43524482?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ЛАНИТ. Департамент корпоративных систем,hh.ru
301,Менеджер по развитию бизнеса (Big Data),https://hh.ru/vacancy/50606768?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ЛАНИТ. Департамент корпоративных систем,hh.ru
302,DevOps engineer в DataOps platform (Big Data),https://hh.ru/vacancy/50639704?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО «МТС» ,hh.ru
303,Business Intelligence Analyst,https://hh.ru/vacancy/50628023?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"EPAM Systems, Inc.",hh.ru
304,Senior Consultant/Manager - Data Strategy,https://hh.ru/vacancy/50036475?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"PwC, Департамент бизнес-консультирования",hh.ru
305,Machine Learning Intern,https://hh.ru/vacancy/50735065?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Intel Corporation,hh.ru
